Month,District_Name,Sector,Investment,Number_Of_Employees,social_status_General,social_status_OBC,social_status_SC_ST
2020-09-01,Nizamabad,Beverages,0.08,2,0,1,0
2020-09-01,Nizamabad,Engineering,0.05,8,0,1,1
2020-09-01,Nizamabad,Food Processing,1.6229,23,2,3,0
2020-09-01,Nizamabad,Pharmaceuticals and Chemicals,5.89,20,1,0,0
2020-09-01,Peddapalli,Agro based incl Cold Storages,0.2,10,0,1,0
2020-09-01,Peddapalli,Beverages,0.27,6,0,2,0
2020-09-01,Peddapalli,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.375,22,0,2,0
2020-09-01,Peddapalli,Food Processing,0.025,3,0,1,0
2020-09-01,Peddapalli,Pharmaceuticals and Chemicals,0.1,12,0,1,0
2020-09-01,Rajanna Sircilla,Agro based incl Cold Storages,0.8031,42,1,3,0
2020-09-01,Rajanna Sircilla,Engineering,0.295,16,0,2,0
2020-09-01,Rajanna Sircilla,Food Processing,1.255,34,1,1,1
2020-09-01,Rajanna Sircilla,Paper and Printing,0.16,10,0,1,0
2020-09-01,Ranga Reddy,Agro based incl Cold Storages,2.849,30,2,0,0
2020-09-01,Ranga Reddy,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.98,30,2,0,0
2020-09-01,Ranga Reddy,Electrical and Electronic Products,12.0149,50,1,0,0
2020-09-01,Ranga Reddy,Food Processing,2.278,78,4,0,0
2020-09-01,Ranga Reddy,Others,0.21,15,1,0,0
2020-09-01,Ranga Reddy,Pharmaceuticals and Chemicals,140.45,158,2,0,0
2020-09-01,Ranga Reddy,Plastic and Rubber,5.0774,60,3,0,0
2020-09-01,Ranga Reddy,Textiles,518.3263000000001,600,2,1,0
2020-09-01,Ranga Reddy,Wood and Leather,0.8999999999999999,27,2,0,0
2020-09-01,Sangareddy,"Cement, Cement & Concrete Products, Fly Ash Bricks",3.79,88,6,1,0
2020-09-01,Sangareddy,Engineering,16.098300000000002,160,4,2,0
2020-09-01,Sangareddy,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",50.0,120,0,1,0
2020-09-01,Sangareddy,Food Processing,0.9309999999999999,120,1,1,0
2020-09-01,Sangareddy,Granite and Stone Crushing,2.7,30,2,0,0
2020-09-01,Sangareddy,Others,1.9122,50,1,0,0
2020-09-01,Sangareddy,Pharmaceuticals and Chemicals,2.55,30,1,0,0
2020-09-01,Sangareddy,Textiles,5.65,20,1,0,0
2020-09-01,Sangareddy,Wood and Leather,0.5566,3,0,0,1
2020-09-01,Siddipet,Agro based incl Cold Storages,0.24,5,1,0,0
2020-09-01,Siddipet,Food Processing,0.47,8,0,1,0
2020-09-01,Suryapet,Engineering,0.5139,15,1,1,0
2020-09-01,Vikarabad,Food Processing,0.1066,8,1,1,1
2020-09-01,Vikarabad,Pharmaceuticals and Chemicals,1.245,46,0,2,0
2020-09-01,Vikarabad,Textiles,3.8506,80,1,0,0
2020-09-01,Wanaparthy,Food Processing,5.5,30,1,0,0
2020-09-01,Warangal,Agro based incl Cold Storages,2.8582,22,1,1,1
2020-09-01,Warangal,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.6950000000000001,31,0,4,0
2020-09-01,Warangal,Electrical and Electronic Products,6.316,106,2,1,0
2020-09-01,Warangal,Engineering,0.41780000000000006,5,0,2,0
2020-09-01,Warangal,Food Processing,1.7,9,1,0,0
2020-09-01,Warangal,Granite and Stone Crushing,10.4684,75,2,4,0
2020-09-01,Warangal,Paper and Printing,0.2,35,0,1,0
2020-09-01,Warangal,Pharmaceuticals and Chemicals,0.11,4,1,0,0
2020-09-01,Warangal,Plastic and Rubber,0.25,10,0,1,0
2020-09-01,Yadadri Bhuvanagiri,Engineering,6.4182,141,3,1,0
2020-09-01,Yadadri Bhuvanagiri,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",0.1,5,1,0,0
2020-09-01,Yadadri Bhuvanagiri,Food Processing,5.31,54,2,2,0
2020-09-01,Yadadri Bhuvanagiri,Paper and Printing,0.7472,13,0,1,0
2020-09-01,Yadadri Bhuvanagiri,Textiles,6.0495,38,1,1,0
2020-10-01,Adilabad,Beverages,0.06,3,1,0,0
2020-10-01,Adilabad,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.07,8,0,1,0
2020-10-01,Adilabad,Food Processing,0.543,26,2,2,1
2020-10-01,Bhadradri Kothagudem,Agro based incl Cold Storages,0.30000000000000004,7,0,1,1
2020-10-01,Bhadradri Kothagudem,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.07,2,0,0,1
2020-10-01,Bhadradri Kothagudem,Engineering,0.29,4,1,1,0
2020-10-01,Bhadradri Kothagudem,Food Processing,3.0,20,1,0,0
2020-10-01,Bhadradri Kothagudem,Granite and Stone Crushing,0.96,10,1,0,0
2020-10-01,Hyderabad,Agro based incl Cold Storages,0.115,5,1,0,0
2020-10-01,Jagtial,Agro based incl Cold Storages,1.0105,30,0,7,0
2020-10-01,Jagtial,Beverages,0.13,2,0,1,0
2020-10-01,Jagtial,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.27,12,0,2,0
2020-10-01,Jagtial,Engineering,0.137,4,0,1,1
2020-10-01,Jagtial,Food Processing,1.3713,29,2,3,0
2020-10-01,Jagtial,Others,0.1896,6,0,0,1
2020-10-01,Jagtial,Wood and Leather,0.142,4,0,1,0
2020-10-01,Jangaon,Agro based incl Cold Storages,0.65,8,1,2,1
2020-10-01,Jangaon,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.391,23,0,3,2
2020-10-01,Jangaon,Food Processing,0.43,30,1,0,0
2020-10-01,Jangaon,Plastic and Rubber,0.06,2,1,0,0
2020-10-01,Jangaon,Wood and Leather,0.02,1,0,1,0
2020-10-01,Jayashankar Bhupalpally,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.3,8,0,2,0
2020-10-01,Jayashankar Bhupalpally,Food Processing,0.728,14,0,3,0
2020-10-01,Jogulamba Gadwal,Food Processing,0.0052,20,1,0,0
2020-10-01,Jogulamba Gadwal,Others,0.9591,10,0,1,0
2020-10-01,Kamareddy,Agro based incl Cold Storages,0.17,8,0,2,0
2020-10-01,Kamareddy,Food Processing,3.185,42,4,3,0
2020-10-01,Karimnagar,Agro based incl Cold Storages,0.9550000000000001,38,2,3,0
2020-10-01,Karimnagar,Beverages,0.1172,6,0,1,0
2020-10-01,Karimnagar,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.9824999999999999,63,2,4,1
2020-10-01,Karimnagar,Engineering,1.27,58,1,8,0
2020-10-01,Karimnagar,Food Processing,0.9319,46,1,4,0
2020-10-01,Karimnagar,Granite and Stone Crushing,5.056,77,3,3,0
2020-10-01,Karimnagar,Wood and Leather,0.1475,6,0,1,0
2020-10-01,Khammam,Agro based incl Cold Storages,3.3965,37,0,5,1
2020-10-01,Khammam,Beverages,0.025,2,1,0,0
2020-10-01,Khammam,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.0653,42,2,4,1
2020-10-01,Khammam,Engineering,0.025,2,0,0,1
2020-10-01,Khammam,Granite and Stone Crushing,0.7204,4,1,0,0
2020-10-01,Khammam,Textiles,1.74,40,1,0,0
2020-10-01,Khammam,Wood and Leather,0.03,4,0,1,0
2020-10-01,Komaram Bheem Asifabad,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.675,31,1,3,0
2020-10-01,Komaram Bheem Asifabad,Others,0.11,5,0,1,0
2020-10-01,Komaram Bheem Asifabad,Textiles,0.415,25,1,0,0
2020-10-01,Mahabubabad,Agro based incl Cold Storages,0.471,27,0,1,4
2020-10-01,Mahabubabad,Beverages,0.041,3,0,1,0
2020-10-01,Mahabubabad,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.085,4,0,1,0
2020-10-01,Mahabubabad,Food Processing,2.06,120,1,2,0
2020-10-01,Mahabubabad,Solar and Other Renewable Energy,0.77,10,1,0,0
2020-10-01,Mahabubabad,Wood and Leather,0.0455,5,0,1,0
2020-10-01,Mahabubnagar,Engineering,10.4324,148,2,0,0
2020-10-01,Mahabubnagar,Food Processing,0.48,10,1,0,0
2020-10-01,Mahabubnagar,Plastic and Rubber,9.0425,37,2,0,0
2020-10-01,Mancherial,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.93,34,2,3,1
2020-10-01,Mancherial,Engineering,0.09,6,1,1,0
2020-10-01,Mancherial,Food Processing,0.19,2,0,0,1
2020-10-01,Mancherial,Granite and Stone Crushing,0.25,15,0,1,0
2020-10-01,Medak,Food Processing,6.6799,115,1,0,1
2020-10-01,Medak,Others,0.5,10,1,0,0
2020-10-01,Medak,Plastic and Rubber,1.45,15,1,0,0
2020-10-01,Medak,Textiles,21.7724,200,1,0,0
2020-10-01,Medchal-Malkajgiri,"Cement, Cement & Concrete Products, Fly Ash Bricks",2.2,54,3,3,0
2020-10-01,Medchal-Malkajgiri,Electrical and Electronic Products,0.24,18,1,0,0
2020-10-01,Medchal-Malkajgiri,Engineering,6.56,133,14,2,1
2020-10-01,Medchal-Malkajgiri,Food Processing,9.885100000000001,111,2,2,0
2020-10-01,Medchal-Malkajgiri,Paper and Printing,3.6,26,3,0,0
2020-10-01,Medchal-Malkajgiri,Pharmaceuticals and Chemicals,1.07,11,2,1,0
2020-10-01,Medchal-Malkajgiri,Plastic and Rubber,0.65,27,3,0,0
2020-10-01,Medchal-Malkajgiri,R&D,0.23,5,1,0,0
2020-10-01,Nalgonda,Engineering,0.24,50,1,0,0
2020-10-01,Nalgonda,Food Processing,14.896,38,1,1,0
2020-10-01,Nalgonda,Plastic and Rubber,0.2184,5,0,0,1
2020-10-01,Nirmal,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.4,21,1,2,0
2020-10-01,Nirmal,Engineering,0.2,12,1,1,0
2020-10-01,Nirmal,Food Processing,6.7463999999999995,54,1,2,2
2020-10-01,Nirmal,Granite and Stone Crushing,0.23,20,1,0,0
2020-10-01,Nizamabad,Agro based incl Cold Storages,0.3,4,0,0,1
2020-10-01,Nizamabad,Engineering,0.9126,19,0,3,0
2020-10-01,Nizamabad,Food Processing,2.0284999999999997,47,4,4,0
2020-10-01,Nizamabad,Wood and Leather,0.0953,5,0,1,0
2020-10-01,Peddapalli,Agro based incl Cold Storages,0.38,20,4,0,0
2020-10-01,Peddapalli,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.42210000000000003,32,0,4,0
2020-10-01,Peddapalli,Engineering,0.16999999999999998,6,0,2,0
2020-10-01,Peddapalli,Food Processing,1.9260000000000002,60,2,2,1
2020-10-01,Peddapalli,Others,1.55,30,1,0,0
2020-10-01,Peddapalli,Textiles,0.23,25,1,0,0
2020-10-01,Rajanna Sircilla,Agro based incl Cold Storages,0.4537,16,1,1,0
2020-10-01,Rajanna Sircilla,Engineering,0.12,6,0,0,1
2020-10-01,Rajanna Sircilla,Food Processing,4.011,51,1,2,0
2020-10-01,Ranga Reddy,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.98,20,1,0,0
2020-10-01,Ranga Reddy,Electrical and Electronic Products,15.58,60,1,0,0
2020-10-01,Ranga Reddy,Engineering,0.61,10,1,0,0
2020-10-01,Ranga Reddy,Food Processing,3.0506,60,2,0,0
2020-10-01,Ranga Reddy,Granite and Stone Crushing,1.42,72,4,0,0
2020-10-01,Ranga Reddy,Pharmaceuticals and Chemicals,4.251,28,2,0,0
2020-10-01,Ranga Reddy,Plastic and Rubber,10.110199999999999,119,5,0,0
2020-10-01,Ranga Reddy,Textiles,20.25,135,1,1,0
2020-10-01,Sangareddy,"Cement, Cement & Concrete Products, Fly Ash Bricks",2.49,90,3,0,0
2020-10-01,Sangareddy,Engineering,3.8569,165,3,0,0
2020-10-01,Sangareddy,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",1.88,24,2,0,0
2020-10-01,Sangareddy,Food Processing,4.7,33,1,0,0
2020-10-01,Sangareddy,Pharmaceuticals and Chemicals,0.0001,0,0,1,0
2020-10-01,Sangareddy,R&D,2.7,180,1,0,0
2020-10-01,Sangareddy,Textiles,12.707699999999999,85,4,0,0
2020-10-01,Siddipet,Food Processing,0.1,9,0,1,0
2020-10-01,Siddipet,Plastic and Rubber,4.4549,15,1,0,0
2020-10-01,Siddipet,R&D,0.1025,87,1,0,0
2020-10-01,Suryapet,Agro based incl Cold Storages,0.25,6,1,0,0
2020-10-01,Suryapet,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.495,8,0,0,1
2020-10-01,Suryapet,Engineering,1.792,25,1,0,0
2020-10-01,Suryapet,Granite and Stone Crushing,3.2,9,1,0,0
2020-10-01,Vikarabad,Food Processing,0.148,11,1,2,1
2020-10-01,Vikarabad,Granite and Stone Crushing,0.6974,26,5,0,0
2020-10-01,Vikarabad,Plastic and Rubber,0.615,22,3,0,0
2020-10-01,Vikarabad,Textiles,12.696200000000001,181,3,0,0
2020-10-01,Wanaparthy,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.95,20,0,1,0
2020-10-01,Wanaparthy,Food Processing,0.01,10,1,0,0
2020-10-01,Warangal,Agro based incl Cold Storages,0.475,18,2,1,1
2020-10-01,Warangal,Beverages,0.05,2,0,1,0
2020-10-01,Warangal,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.509,33,0,6,0
2020-10-01,Warangal,Engineering,0.16,7,0,2,0
2020-10-01,Warangal,Food Processing,9.0274,127,4,4,0
2020-10-01,Warangal,Granite and Stone Crushing,0.19,4,1,0,0
2020-10-01,Warangal,Textiles,0.95,20,0,1,0
2020-10-01,Yadadri Bhuvanagiri,Agro based incl Cold Storages,0.09,5,0,1,0
2020-10-01,Yadadri Bhuvanagiri,Automobile,1.5,8,0,1,0
2020-10-01,Yadadri Bhuvanagiri,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",0.68,20,1,0,0
2020-10-01,Yadadri Bhuvanagiri,Food Processing,0.6519,13,1,0,1
2020-10-01,Yadadri Bhuvanagiri,Pharmaceuticals and Chemicals,0.8,5,1,0,0
2020-10-01,Yadadri Bhuvanagiri,Wood and Leather,0.15,12,1,0,0
2020-11-01,Adilabad,Agro based incl Cold Storages,0.11,3,0,1,0
2020-11-01,Adilabad,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.03,8,0,1,0
2020-11-01,Adilabad,Engineering,0.03,3,0,1,0
2020-11-01,Adilabad,Textiles,0.2,30,0,1,0
2020-11-01,Bhadradri Kothagudem,Agro based incl Cold Storages,0.47,13,1,1,1
2020-11-01,Bhadradri Kothagudem,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.55,20,0,0,2
2020-11-01,Bhadradri Kothagudem,Food Processing,0.04,2,0,1,0
2020-11-01,Bhadradri Kothagudem,Others,0.24,20,1,0,0
2020-11-01,Bhadradri Kothagudem,Paper and Printing,0.2735,8,1,0,0
2020-11-01,Jagtial,Agro based incl Cold Storages,0.5695,14,0,3,0
2020-11-01,Jagtial,Beverages,0.302,8,0,3,0
2020-11-01,Jagtial,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.2775,16,0,3,0
2020-11-01,Jagtial,Engineering,0.22000000000000003,10,0,2,0
2020-11-01,Jagtial,Paper and Printing,0.05,4,0,1,0
2020-11-01,Jagtial,Wood and Leather,0.261,8,0,2,0
2020-11-01,Jangaon,Agro based incl Cold Storages,0.18,7,0,0,2
2020-11-01,Jangaon,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.05,4,0,1,0
2020-11-01,Jangaon,Engineering,0.1582,3,0,1,0
2020-11-01,Jangaon,Food Processing,3.9275,94,4,0,1
2020-11-01,Jangaon,Wood and Leather,0.039,1,0,1,0
2020-11-01,Jayashankar Bhupalpally,Agro based incl Cold Storages,0.15,0,1,0,0
2020-11-01,Jayashankar Bhupalpally,Food Processing,5.9831,50,1,0,0
2020-11-01,Kamareddy,Agro based incl Cold Storages,0.325,11,1,4,0
2020-11-01,Kamareddy,Food Processing,0.9463999999999999,11,1,1,0
2020-11-01,Kamareddy,Solar and Other Renewable Energy,764.4913,120,5,0,0
2020-11-01,Karimnagar,Agro based incl Cold Storages,0.7525000000000001,22,2,2,0
2020-11-01,Karimnagar,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.635,28,0,3,0
2020-11-01,Karimnagar,Engineering,0.2385,11,0,2,0
2020-11-01,Karimnagar,Food Processing,0.6909000000000001,19,2,0,0
2020-11-01,Karimnagar,Granite and Stone Crushing,8.4605,138,5,5,0
2020-11-01,Karimnagar,Others,0.1075,6,0,1,0
2020-11-01,Karimnagar,Wood and Leather,0.32499999999999996,14,1,1,0
2020-11-01,Khammam,Agro based incl Cold Storages,2.2823,35,5,1,1
2020-11-01,Khammam,Beverages,0.136,8,0,2,0
2020-11-01,Khammam,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.0101,39,2,3,2
2020-11-01,Khammam,Engineering,0.049,1,0,1,0
2020-11-01,Khammam,Food Processing,2.573,16,1,2,0
2020-11-01,Khammam,Granite and Stone Crushing,3.1042,37,2,0,1
2020-11-01,Khammam,Pharmaceuticals and Chemicals,0.41,10,1,0,0
2020-11-01,Komaram Bheem Asifabad,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.45999999999999996,26,0,3,0
2020-11-01,Komaram Bheem Asifabad,Food Processing,0.11,9,1,0,0
2020-11-01,Mahabubabad,Agro based incl Cold Storages,0.151,13,1,2,0
2020-11-01,Mahabubabad,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.2,10,0,1,1
2020-11-01,Mahabubabad,Engineering,0.04,2,0,1,0
2020-11-01,Mahabubabad,Food Processing,2.05,24,3,0,0
2020-11-01,Mahabubabad,Granite and Stone Crushing,0.0783,5,0,1,0
2020-11-01,Mahabubabad,Textiles,0.046,5,0,1,0
2020-11-01,Mahabubabad,Wood and Leather,0.08099999999999999,8,0,2,0
2020-11-01,Mahabubnagar,Agro based incl Cold Storages,0.2,100,1,0,0
2020-11-01,Mahabubnagar,Pharmaceuticals and Chemicals,3.9681,150,1,0,0
2020-11-01,Mahabubnagar,Solar and Other Renewable Energy,595.802,40,2,0,0
2020-11-01,Mancherial,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.472,56,2,6,0
2020-11-01,Mancherial,Food Processing,1.3677,26,3,1,0
2020-11-01,Mancherial,Solar and Other Renewable Energy,158.0077,28,2,0,0
2020-11-01,Medak,Beverages,67.5827,125,1,0,0
2020-11-01,Medak,Engineering,2.5947,60,4,0,0
2020-11-01,Medak,Food Processing,0.2,9,1,0,0
2020-11-01,Medak,Solar and Other Renewable Energy,250.55200000000002,40,2,0,0
2020-11-01,Medchal-Malkajgiri,Agro based incl Cold Storages,0.35,18,2,0,0
2020-11-01,Medchal-Malkajgiri,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.13,39,4,0,0
2020-11-01,Medchal-Malkajgiri,Electrical and Electronic Products,2.7968,49,5,0,0
2020-11-01,Medchal-Malkajgiri,Engineering,10.4487,128,13,1,0
2020-11-01,Medchal-Malkajgiri,Food Processing,6.1902,231,7,0,0
2020-11-01,Medchal-Malkajgiri,Paper and Printing,5.23,166,7,0,0
2020-11-01,Medchal-Malkajgiri,Pharmaceuticals and Chemicals,8.601,1133,6,0,0
2020-11-01,Medchal-Malkajgiri,Plastic and Rubber,1.205,43,4,1,0
2020-11-01,Medchal-Malkajgiri,R&D,0.251,5,1,0,0
2020-11-01,Mulugu,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.22000000000000003,10,1,0,1
2020-11-01,Mulugu,Food Processing,0.2,8,0,1,0
2020-11-01,Nagarkurnool,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.1,6,0,1,0
2020-11-01,Nagarkurnool,Food Processing,1.4443000000000001,18,2,0,0
2020-11-01,Nagarkurnool,Plastic and Rubber,0.2635,5,0,0,1
2020-11-01,Nalgonda,Agro based incl Cold Storages,0.3682,5,0,1,0
2020-11-01,Nalgonda,Food Processing,2.6100000000000003,62,3,0,0
2020-11-01,Narayanpet,Food Processing,0.0034,24,2,0,0
2020-11-01,Nirmal,Agro based incl Cold Storages,5.5392,19,3,1,0
2020-11-01,Nirmal,Beverages,0.385,12,0,2,0
2020-11-01,Nirmal,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.5775,28,1,2,0
2020-11-01,Nirmal,Food Processing,0.13,9,1,1,1
2020-11-01,Nizamabad,Agro based incl Cold Storages,0.2561,7,0,0,2
2020-11-01,Nizamabad,Beverages,0.05,2,0,1,0
2020-11-01,Nizamabad,Engineering,0.17559999999999998,7,0,2,0
2020-11-01,Nizamabad,Food Processing,0.9525999999999999,18,2,2,0
2020-11-01,Nizamabad,Granite and Stone Crushing,0.1,5,0,1,0
2020-11-01,Nizamabad,Wood and Leather,0.89,5,1,0,0
2020-11-01,Peddapalli,Agro based incl Cold Storages,0.4,10,1,0,0
2020-11-01,Peddapalli,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.24000000000000002,8,1,1,0
2020-11-01,Peddapalli,Food Processing,0.4,8,0,1,0
2020-11-01,Peddapalli,Granite and Stone Crushing,0.2425,10,1,0,0
2020-11-01,Peddapalli,Others,2.79,60,2,1,0
2020-11-01,Rajanna Sircilla,Agro based incl Cold Storages,0.5805,24,0,3,0
2020-11-01,Rajanna Sircilla,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.4225,16,1,1,0
2020-11-01,Rajanna Sircilla,Engineering,0.1175,8,0,0,1
2020-11-01,Rajanna Sircilla,Food Processing,0.71,30,1,2,0
2020-11-01,Rajanna Sircilla,Granite and Stone Crushing,0.2475,12,1,0,0
2020-11-01,Rajanna Sircilla,Textiles,1.46,64,0,7,0
2020-11-01,Rajanna Sircilla,Wood and Leather,0.2425,10,0,1,0
2020-11-01,Ranga Reddy,Agro based incl Cold Storages,1.5531,50,2,0,0
2020-11-01,Ranga Reddy,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.71,101,7,0,0
2020-11-01,Ranga Reddy,Engineering,5.71,74,3,1,0
2020-11-01,Ranga Reddy,Food Processing,1.0,14,2,0,0
2020-11-01,Ranga Reddy,Granite and Stone Crushing,0.48,40,2,0,0
2020-11-01,Ranga Reddy,Pharmaceuticals and Chemicals,0.24,30,2,0,0
2020-11-01,Ranga Reddy,Plastic and Rubber,1.1205,3,1,0,0
2020-11-01,Ranga Reddy,Wood and Leather,0.2,5,1,0,0
2020-11-01,Sangareddy,"Cement, Cement & Concrete Products, Fly Ash Bricks",2.78,15,1,0,0
2020-11-01,Sangareddy,Engineering,0.9513,20,1,0,0
2020-11-01,Sangareddy,Food Processing,5.12,58,2,0,0
2020-11-01,Sangareddy,Paper and Printing,9.603,15,1,0,0
2020-11-01,Sangareddy,Pharmaceuticals and Chemicals,144.0332,225,9,1,0
2020-11-01,Sangareddy,R&D,5.0,200,1,0,0
2020-11-01,Sangareddy,Textiles,0.25,5,1,0,0
2020-11-01,Sangareddy,Wood and Leather,0.25,15,1,0,0
2020-11-01,Siddipet,Agro based incl Cold Storages,1.115,35,0,2,0
2020-11-01,Siddipet,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.185,8,1,0,0
2020-11-01,Siddipet,Food Processing,46.2318,255,4,0,0
2020-11-01,Siddipet,Plastic and Rubber,0.1,0,0,1,0
2020-11-01,Suryapet,Automobile,0.21,10,0,0,1
2020-11-01,Suryapet,Engineering,0.3093,10,1,0,0
2020-11-01,Suryapet,Granite and Stone Crushing,2.295,35,1,1,0
2020-11-01,Vikarabad,Agro based incl Cold Storages,0.134,3,1,0,0
2020-11-01,Vikarabad,Engineering,8.247399999999999,20,2,0,0
2020-11-01,Vikarabad,Food Processing,0.4527,14,3,2,0
2020-11-01,Vikarabad,Granite and Stone Crushing,1.139,24,2,1,0
2020-11-01,Vikarabad,Textiles,0.32,0,1,0,0
2020-11-01,Wanaparthy,Food Processing,0.0,20,1,0,0
2020-11-01,Wanaparthy,Solar and Other Renewable Energy,118.286,18,1,0,0
2020-11-01,Warangal,Agro based incl Cold Storages,1.12,27,2,2,1
2020-11-01,Warangal,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.7642,25,3,4,0
2020-11-01,Warangal,Engineering,0.5269999999999999,16,1,2,0
2020-11-01,Warangal,Food Processing,6.3798,161,8,3,1
2020-11-01,Warangal,Granite and Stone Crushing,1.2,20,1,0,0
2020-11-01,Warangal,Paper and Printing,0.1,2,0,1,0
2020-11-01,Warangal,Pharmaceuticals and Chemicals,0.22,8,1,0,0
2020-11-01,Warangal,Plastic and Rubber,0.35,3,1,0,0
2020-11-01,Warangal,Solar and Other Renewable Energy,113.3637,29,2,0,0
2020-11-01,Yadadri Bhuvanagiri,Agro based incl Cold Storages,2.0,20,1,0,0
2020-11-01,Yadadri Bhuvanagiri,Engineering,5.3447,31,0,2,0
2020-11-01,Yadadri Bhuvanagiri,Food Processing,5.8908000000000005,66,3,0,0
2020-12-01,Adilabad,Food Processing,0.185,5,1,2,0
2020-12-01,Bhadradri Kothagudem,Agro based incl Cold Storages,0.27,9,1,0,1
2020-12-01,Bhadradri Kothagudem,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.45,22,1,2,0
2020-12-01,Bhadradri Kothagudem,Engineering,0.13,4,0,1,0
2020-12-01,Bhadradri Kothagudem,Textiles,0.2,8,1,0,0
2020-12-01,Jagtial,Agro based incl Cold Storages,1.3835,30,6,3,1
2020-12-01,Jagtial,Beverages,0.34199999999999997,12,0,3,0
2020-12-01,Jagtial,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.103,2,0,1,0
2020-12-01,Jagtial,Engineering,0.4495,15,0,5,1
2020-12-01,Jagtial,Granite and Stone Crushing,0.5,15,1,0,0
2020-12-01,Jangaon,Agro based incl Cold Storages,0.34,13,0,1,2
2020-12-01,Jangaon,Beverages,0.037,1,0,1,0
2020-12-01,Jangaon,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.05,4,0,1,0
2020-12-01,Jangaon,Food Processing,2.0300000000000002,43,3,1,0
2020-12-01,Jayashankar Bhupalpally,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.28450000000000003,17,0,4,0
2020-12-01,Jayashankar Bhupalpally,Food Processing,0.1,4,0,1,0
2020-12-01,Jogulamba Gadwal,Food Processing,1.2650000000000001,40,1,1,0
2020-12-01,Kamareddy,Agro based incl Cold Storages,0.12,2,1,0,0
2020-12-01,Kamareddy,Food Processing,0.0112,1,0,1,0
2020-12-01,Karimnagar,Agro based incl Cold Storages,0.67,22,0,3,1
2020-12-01,Karimnagar,Beverages,0.1375,6,0,1,0
2020-12-01,Karimnagar,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.854,36,1,3,1
2020-12-01,Karimnagar,Engineering,0.8478,32,2,3,0
2020-12-01,Karimnagar,Food Processing,0.13,2,0,0,1
2020-12-01,Karimnagar,Granite and Stone Crushing,1.2425000000000002,58,2,2,0
2020-12-01,Karimnagar,Others,0.2425,8,1,0,0
2020-12-01,Karimnagar,Plastic and Rubber,0.25,10,0,1,0
2020-12-01,Karimnagar,Wood and Leather,0.23,12,0,1,0
2020-12-01,Khammam,Agro based incl Cold Storages,3.5,9,0,0,1
2020-12-01,Khammam,"Cement, Cement & Concrete Products, Fly Ash Bricks",3.4699999999999998,22,3,0,0
2020-12-01,Khammam,Food Processing,0.64,10,1,1,0
2020-12-01,Khammam,Wood and Leather,0.065,3,0,1,0
2020-12-01,Komaram Bheem Asifabad,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.43500000000000005,28,0,2,1
2020-12-01,Komaram Bheem Asifabad,Food Processing,0.21,5,1,0,0
2020-12-01,Mahabubabad,Agro based incl Cold Storages,0.5970000000000001,17,0,0,2
2020-12-01,Mahabubabad,Beverages,0.05,3,0,1,0
