Month,District_Name,Sector,Investment,Number_Of_Employees,social_status_General,social_status_OBC,social_status_SC_ST
2024-02-01,Kamareddy,Agro based incl Cold Storages,0.05,1,0,1,0
2024-02-01,Kamareddy,Engineering,0.05,1,0,1,0
2024-02-01,Kamareddy,Food Processing,5.036,23,1,2,0
2024-02-01,Karimnagar,Food Processing,2.945,30,0,3,0
2024-02-01,Khammam,Food Processing,2.5925,10,1,0,1
2024-02-01,Khammam,Others,0.6671,11,0,1,1
2024-02-01,Komaram Bheem Asifabad,Food Processing,0.2,10,1,0,0
2024-02-01,Mahabubabad,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.13,5,0,1,0
2024-02-01,Mahabubabad,Food Processing,2.5,26,2,1,1
2024-02-01,Mahabubabad,Granite and Stone Crushing,5.56,25,0,1,0
2024-02-01,Mahabubabad,Others,55.500099999999996,230,2,0,0
2024-02-01,Mahabubnagar,Agro based incl Cold Storages,55.2697,46,2,0,0
2024-02-01,Mahabubnagar,Engineering,9.74,270,2,0,1
2024-02-01,Mahabubnagar,Pharmaceuticals and Chemicals,0.4,20,1,0,0
2024-02-01,Mahabubnagar,Plastic and Rubber,0.314,20,1,0,0
2024-02-01,Mancherial,Agro based incl Cold Storages,0.25,10,0,1,0
2024-02-01,Mancherial,Food Processing,0.5,16,1,0,1
2024-02-01,Medak,Agro based incl Cold Storages,10.97,20,2,0,0
2024-02-01,Medak,Electrical and Electronic Products,4.0,20,1,0,0
2024-02-01,Medak,Engineering,17.7917,156,5,0,1
2024-02-01,Medak,Others,2.7,40,1,0,0
2024-02-01,Medak,Plastic and Rubber,6.2831,90,3,0,0
2024-02-01,Medchal-Malkajgiri,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.24,20,1,0,0
2024-02-01,Medchal-Malkajgiri,Electrical and Electronic Products,0.25,4,1,0,0
2024-02-01,Medchal-Malkajgiri,Engineering,7.65,119,11,2,0
2024-02-01,Medchal-Malkajgiri,Food Processing,0.5,53,2,0,0
2024-02-01,Medchal-Malkajgiri,Granite and Stone Crushing,0.4,14,2,0,0
2024-02-01,Medchal-Malkajgiri,Others,3.85,98,3,0,0
2024-02-01,Medchal-Malkajgiri,Paper and Printing,16.702299999999997,78,4,0,0
2024-02-01,Medchal-Malkajgiri,Pharmaceuticals and Chemicals,15.494499999999999,121,2,2,0
2024-02-01,Medchal-Malkajgiri,Plastic and Rubber,2.84,76,6,0,0
2024-02-01,Medchal-Malkajgiri,R&D,2.66,14,2,0,0
2024-02-01,Medchal-Malkajgiri,Wood and Leather,0.49,15,2,0,0
2024-02-01,Mulugu,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.8065,23,0,2,0
2024-02-01,Nagarkurnool,Agro based incl Cold Storages,0.58,5,1,0,0
2024-02-01,Nagarkurnool,Engineering,0.982,5,1,0,0
2024-02-01,Nalgonda,Engineering,0.1542,5,0,1,0
2024-02-01,Nalgonda,Food Processing,5.4785,34,2,2,1
2024-02-01,Narayanpet,Food Processing,1.1,15,1,0,0
2024-02-01,Nirmal,Food Processing,0.09,2,0,1,0
2024-02-01,Nizamabad,Agro based incl Cold Storages,2.84,40,3,3,0
2024-02-01,Nizamabad,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.15,5,0,0,1
2024-02-01,Nizamabad,Engineering,0.25,10,0,2,0
2024-02-01,Nizamabad,Food Processing,0.4,25,0,3,0
2024-02-01,Nizamabad,Others,0.2,10,0,1,0
2024-02-01,Nizamabad,Plastic and Rubber,0.1,5,0,1,0
2024-02-01,Nizamabad,Wood and Leather,0.25,10,0,2,0
2024-02-01,Peddapalli,Beverages,0.39,12,0,2,0
2024-02-01,Peddapalli,Engineering,1.8375,23,1,2,0
2024-02-01,Rajanna Sircilla,Engineering,0.2,8,0,0,2
2024-02-01,Rajanna Sircilla,Food Processing,0.8,35,1,3,0
2024-02-01,Ranga Reddy,Agro based incl Cold Storages,0.25,10,1,0,0
2024-02-01,Ranga Reddy,Automobile,4.1,75,1,0,0
2024-02-01,Ranga Reddy,"Cement, Cement & Concrete Products, Fly Ash Bricks",4.605,45,2,0,0
2024-02-01,Ranga Reddy,Electrical and Electronic Products,6.3,100,1,0,0
2024-02-01,Ranga Reddy,Food Processing,133.20999999999998,487,7,0,0
2024-02-01,Ranga Reddy,Granite and Stone Crushing,2.1,20,1,0,0
2024-02-01,Ranga Reddy,Others,0.172,10,1,0,0
2024-02-01,Ranga Reddy,Paper and Printing,0.25,5,1,0,0
2024-02-01,Ranga Reddy,Pharmaceuticals and Chemicals,9.9727,101,3,0,0
2024-02-01,Ranga Reddy,Textiles,2.24,5,1,0,0
2024-02-01,Ranga Reddy,Wood and Leather,0.24,16,1,0,0
2024-02-01,Sangareddy,Agro based incl Cold Storages,0.77,20,1,0,0
2024-02-01,Sangareddy,Engineering,5.7919,194,5,0,0
2024-02-01,Sangareddy,Food Processing,8.66,110,2,0,0
2024-02-01,Sangareddy,Granite and Stone Crushing,0.2514,4,0,0,1
2024-02-01,Sangareddy,Others,0.6475,4,1,0,0
2024-02-01,Sangareddy,Paper and Printing,3.7427,40,1,0,0
2024-02-01,Sangareddy,Pharmaceuticals and Chemicals,34.3,175,5,0,0
2024-02-01,Sangareddy,Plastic and Rubber,0.5,15,1,0,0
2024-02-01,Sangareddy,R&D,15.9124,684,2,1,0
2024-02-01,Siddipet,Agro based incl Cold Storages,0.38,10,1,1,0
2024-02-01,Siddipet,Electrical and Electronic Products,0.175,1,1,0,0
2024-02-01,Siddipet,Others,3.8074,10,1,0,0
2024-02-01,Siddipet,Plastic and Rubber,3.7472,120,1,0,0
2024-02-01,Siddipet,R&D,0.9,10,1,0,0
2024-02-01,Siddipet,Wood and Leather,2.6473,10,1,0,0
2024-02-01,Suryapet,Food Processing,1.9695,26,0,2,1
2024-02-01,Suryapet,Pharmaceuticals and Chemicals,53.4527,212,1,0,1
2024-02-01,Vikarabad,Agro based incl Cold Storages,0.57,5,0,0,1
2024-02-01,Vikarabad,Engineering,0.42000000000000004,15,0,2,0
2024-02-01,Vikarabad,Food Processing,2.5438,48,4,1,0
2024-02-01,Vikarabad,Granite and Stone Crushing,0.48,13,1,1,0
2024-02-01,Vikarabad,Others,0.4023,19,0,2,0
2024-02-01,Wanaparthy,Engineering,0.24,11,1,0,0
2024-02-01,Wanaparthy,Food Processing,1.7683,23,1,1,0
2024-02-01,Warangal,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.15,0,1,0,0
2024-02-01,Warangal,Food Processing,2.4899999999999998,25,1,2,0
2024-02-01,Yadadri Bhuvanagiri,Electrical and Electronic Products,1.5213999999999999,34,1,2,0
2024-02-01,Yadadri Bhuvanagiri,Engineering,6.3911,52,5,1,1
2024-02-01,Yadadri Bhuvanagiri,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",3.0771,15,0,1,0
2024-02-01,Yadadri Bhuvanagiri,Food Processing,1.79,5,1,0,0
2024-02-01,Yadadri Bhuvanagiri,Granite and Stone Crushing,1.45,10,0,1,0
2024-02-01,Yadadri Bhuvanagiri,Paper and Printing,1.02,6,1,0,0
2024-02-01,Yadadri Bhuvanagiri,Plastic and Rubber,2.9439,5,0,1,0
2024-03-01,Adilabad,Granite and Stone Crushing,2.05,10,0,0,1
2024-03-01,Bhadradri Kothagudem,Food Processing,20.0,15,1,0,0
2024-03-01,Hanumakonda,Engineering,0.3,100,1,1,0
2024-03-01,Hanumakonda,Food Processing,2.08,24,0,1,1
2024-03-01,Hanumakonda,Others,1.96,22,1,2,0
2024-03-01,Hyderabad,Engineering,0.79,229,2,0,0
2024-03-01,Hyderabad,Food Processing,0.24,50,1,0,0
2024-03-01,Hyderabad,Others,0.9857,15,1,0,0
2024-03-01,Jagtial,Beverages,0.11,4,0,1,0
2024-03-01,Jagtial,Engineering,0.15,4,0,1,0
2024-03-01,Jagtial,Food Processing,6.46,88,1,5,0
2024-03-01,Jagtial,Plastic and Rubber,0.25,15,0,1,0
2024-03-01,Jangaon,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.09,4,1,0,0
2024-03-01,Jangaon,Food Processing,1.7913000000000001,49,1,1,0
2024-03-01,Jayashankar Bhupalpally,Food Processing,3.1,42,2,1,0
2024-03-01,Jogulamba Gadwal,Others,0.3752,6,0,0,1
2024-03-01,Jogulamba Gadwal,Plastic and Rubber,0.63,10,0,1,0
2024-03-01,Kamareddy,Food Processing,11.515,107,1,8,0
2024-03-01,Karimnagar,Agro based incl Cold Storages,0.5,18,1,1,0
2024-03-01,Karimnagar,Beverages,0.25,15,0,1,0
2024-03-01,Karimnagar,Engineering,0.04,4,0,1,0
2024-03-01,Karimnagar,Food Processing,1.575,46,0,5,0
2024-03-01,Karimnagar,Granite and Stone Crushing,0.25,15,0,0,1
2024-03-01,Khammam,Beverages,0.259,9,0,1,1
2024-03-01,Khammam,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.432,15,1,0,0
2024-03-01,Khammam,Food Processing,1.7906,24,2,0,2
2024-03-01,Khammam,Granite and Stone Crushing,2.545,28,2,0,0
2024-03-01,Khammam,Others,3.496,18,2,0,0
2024-03-01,Komaram Bheem Asifabad,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.25,6,0,1,0
2024-03-01,Mahabubabad,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.34,16,0,2,0
2024-03-01,Mahabubnagar,Engineering,4.9,20,0,2,0
2024-03-01,Mahabubnagar,Food Processing,0.46,10,1,0,0
2024-03-01,Mahabubnagar,Others,9528.0,4450,1,0,0
2024-03-01,Mahabubnagar,Paper and Printing,3.3028,15,1,0,0
2024-03-01,Mahabubnagar,Wood and Leather,2.61,20,0,0,1
2024-03-01,Mancherial,Beverages,0.25,9,1,0,0
2024-03-01,Mancherial,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.25,6,0,1,0
2024-03-01,Medak,Engineering,40.9114,88,3,1,1
2024-03-01,Medak,Food Processing,0.01,10,0,0,1
2024-03-01,Medak,Plastic and Rubber,0.9184,4,0,0,1
2024-03-01,Medchal-Malkajgiri,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.35,5,1,0,0
2024-03-01,Medchal-Malkajgiri,Electrical and Electronic Products,1.2,190,3,0,0
2024-03-01,Medchal-Malkajgiri,Engineering,8.1382,352,11,1,0
2024-03-01,Medchal-Malkajgiri,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",0.61,45,2,0,0
2024-03-01,Medchal-Malkajgiri,Granite and Stone Crushing,2.6,20,1,0,0
2024-03-01,Medchal-Malkajgiri,Others,8.860000000000001,130,2,0,0
2024-03-01,Medchal-Malkajgiri,Paper and Printing,1.2,60,2,0,0
2024-03-01,Medchal-Malkajgiri,Pharmaceuticals and Chemicals,1.75,6,2,0,0
2024-03-01,Medchal-Malkajgiri,Plastic and Rubber,1.75,77,2,1,0
2024-03-01,Medchal-Malkajgiri,R&D,0.6,15,0,1,0
2024-03-01,Mulugu,Food Processing,1.67,18,2,0,0
2024-03-01,Nagarkurnool,Food Processing,1.98,16,1,1,1
2024-03-01,Nalgonda,Engineering,1.42,10,0,2,0
2024-03-01,Nalgonda,Food Processing,2.052,18,2,1,0
2024-03-01,Nalgonda,Granite and Stone Crushing,0.15,3,0,1,0
2024-03-01,Nalgonda,Others,0.15,5,0,0,1
2024-03-01,Nalgonda,Pharmaceuticals and Chemicals,0.252,9,1,0,0
2024-03-01,Narayanpet,Engineering,0.24,15,1,0,0
2024-03-01,Narayanpet,Food Processing,0.875,10,1,0,0
2024-03-01,Nirmal,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.11,8,0,1,0
2024-03-01,Nirmal,Engineering,0.1,5,0,1,0
2024-03-01,Nirmal,Food Processing,1.9,1,0,0,1
2024-03-01,Nizamabad,Agro based incl Cold Storages,0.6,10,1,0,0
2024-03-01,Nizamabad,Beverages,0.1,5,0,1,0
2024-03-01,Nizamabad,Engineering,0.5,15,1,2,0
2024-03-01,Nizamabad,Food Processing,1.125,16,0,2,1
2024-03-01,Nizamabad,Others,0.1,5,0,1,0
2024-03-01,Nizamabad,Plastic and Rubber,0.45,5,1,0,0
2024-03-01,Peddapalli,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.08,5,0,1,0
2024-03-01,Peddapalli,Food Processing,0.9675,10,0,1,0
2024-03-01,Peddapalli,Granite and Stone Crushing,0.11,10,1,0,0
2024-03-01,Rajanna Sircilla,Engineering,0.1,4,0,0,1
2024-03-01,Rajanna Sircilla,Food Processing,3.0362,20,2,0,0
2024-03-01,Ranga Reddy,Agro based incl Cold Storages,0.347,10,0,0,1
2024-03-01,Ranga Reddy,Electrical and Electronic Products,32.7405,100,1,0,0
2024-03-01,Ranga Reddy,Engineering,49.38,684,10,0,0
2024-03-01,Ranga Reddy,Food Processing,66.33070000000001,390,5,0,0
2024-03-01,Ranga Reddy,Others,62.264,75,3,1,0
2024-03-01,Ranga Reddy,Paper and Printing,17.1541,478,4,0,0
2024-03-01,Ranga Reddy,Pharmaceuticals and Chemicals,0.07,3,0,0,1
2024-03-01,Ranga Reddy,Plastic and Rubber,10.383700000000001,153,3,0,0
2024-03-01,Ranga Reddy,R&D,71.0866,700,1,0,0
2024-03-01,Ranga Reddy,Solar and Other Renewable Energy,0.24,100,1,0,0
2024-03-01,Ranga Reddy,Textiles,150.15,160,2,0,0
2024-03-01,Sangareddy,Automobile,233.882,945,1,0,0
2024-03-01,Sangareddy,"Cement, Cement & Concrete Products, Fly Ash Bricks",16.6,48,2,0,0
2024-03-01,Sangareddy,Electrical and Electronic Products,0.05,35,1,0,0
2024-03-01,Sangareddy,Engineering,34.929899999999996,256,13,0,0
2024-03-01,Sangareddy,Granite and Stone Crushing,3.2,50,1,0,0
2024-03-01,Sangareddy,Paper and Printing,6.8701,1,1,0,0
2024-03-01,Sangareddy,Pharmaceuticals and Chemicals,93.6172,186,5,2,0
2024-03-01,Sangareddy,Plastic and Rubber,3.4000000000000004,160,1,1,0
2024-03-01,Sangareddy,R&D,65.342,100,1,0,0
2024-03-01,Sangareddy,Textiles,1.3707,14,0,1,0
2024-03-01,Sangareddy,Wood and Leather,1.5257999999999998,26,3,1,0
2024-03-01,Siddipet,Engineering,2.1799999999999997,38,3,0,0
2024-03-01,Siddipet,Food Processing,57.3145,98,3,2,0
2024-03-01,Siddipet,Paper and Printing,0.25,10,1,0,0
2024-03-01,Siddipet,Pharmaceuticals and Chemicals,2.0,10,0,0,1
2024-03-01,Suryapet,Food Processing,0.9560000000000001,25,1,1,0
2024-03-01,Vikarabad,Beverages,129.558,100,1,0,0
2024-03-01,Vikarabad,Food Processing,3.3553,31,1,2,1
2024-03-01,Vikarabad,Granite and Stone Crushing,0.4,13,2,0,0
2024-03-01,Vikarabad,Others,0.215,10,0,1,0
2024-03-01,Wanaparthy,Food Processing,77.7532,90,3,1,0
2024-03-01,Wanaparthy,Granite and Stone Crushing,0.75,5,1,0,0
2024-03-01,Warangal,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.96,12,1,0,0
2024-03-01,Warangal,Food Processing,0.78,12,0,1,0
2024-03-01,Warangal,Textiles,51.659,1050,1,0,0
2024-03-01,Yadadri Bhuvanagiri,Beverages,6.9135,10,1,0,0
2024-03-01,Yadadri Bhuvanagiri,Electrical and Electronic Products,2.4163,24,2,0,0
2024-03-01,Yadadri Bhuvanagiri,Engineering,6.8311,66,6,1,1
2024-03-01,Yadadri Bhuvanagiri,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",227.6627,19,1,1,0
2024-03-01,Yadadri Bhuvanagiri,Food Processing,10.92,18,2,0,0
2024-03-01,Yadadri Bhuvanagiri,Others,0.55,10,0,1,0
2024-03-01,Yadadri Bhuvanagiri,Pharmaceuticals and Chemicals,15.4318,82,3,0,0
2024-03-01,Yadadri Bhuvanagiri,Plastic and Rubber,0.15,10,0,1,0
2024-03-01,Yadadri Bhuvanagiri,R&D,1.06,10,1,1,0
2024-04-01,Bhadradri Kothagudem,Food Processing,1.6,5,1,0,0
2024-04-01,Hanumakonda,Engineering,0.08,4,0,1,0
2024-04-01,Hanumakonda,Food Processing,0.75,12,0,1,0
2024-04-01,Hanumakonda,Granite and Stone Crushing,0.3,12,0,1,0
2024-04-01,Hanumakonda,Others,12.5,27,2,0,0
2024-04-01,Hyderabad,Engineering,0.24,80,1,0,0
2024-04-01,Hyderabad,Food Processing,0.2,5,1,0,0
2024-04-01,Jagtial,Engineering,0.1,4,0,1,0
2024-04-01,Jagtial,Food Processing,0.83,36,1,4,0
2024-04-01,Jagtial,Wood and Leather,0.105,1,0,1,0
2024-04-01,Jangaon,Agro based incl Cold Storages,0.04,4,0,1,0
2024-04-01,Jangaon,Beverages,0.026,1,0,0,1
2024-04-01,Jangaon,Engineering,0.95,4,1,0,0
2024-04-01,Jangaon,Food Processing,1.505,45,1,0,0
2024-04-01,Jangaon,Textiles,0.16,5,0,0,1
2024-04-01,Jogulamba Gadwal,Food Processing,3.8,15,0,1,0
2024-04-01,Kamareddy,Agro based incl Cold Storages,0.75,10,0,1,0
2024-04-01,Kamareddy,Engineering,0.2,7,0,2,0
2024-04-01,Kamareddy,Food Processing,6.15,30,1,1,0
2024-04-01,Kamareddy,Plastic and Rubber,0.2,5,0,1,0
2024-04-01,Karimnagar,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.6,12,0,1,0
2024-04-01,Karimnagar,Engineering,0.5475,103,1,1,0
2024-04-01,Karimnagar,Food Processing,1.736,60,0,3,1
2024-04-01,Karimnagar,Granite and Stone Crushing,2.21,45,0,3,0
2024-04-01,Karimnagar,Others,0.25,15,0,0,1
2024-04-01,Khammam,Engineering,0.14,6,0,2,0
2024-04-01,Khammam,Food Processing,4.199999999999999,26,2,1,0
2024-04-01,Khammam,Granite and Stone Crushing,4.355,12,1,0,0
2024-04-01,Khammam,Others,4.788899999999999,25,3,0,0
2024-04-01,Komaram Bheem Asifabad,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.24,5,0,1,0
2024-04-01,Mahabubabad,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.12,4,1,0,0
2024-04-01,Mahabubabad,Food Processing,1.9,9,0,0,1
2024-04-01,Mahabubabad,Wood and Leather,0.086,2,0,1,0
2024-04-01,Mahabubnagar,Engineering,5.5,22,1,0,0
2024-04-01,Mahabubnagar,Food Processing,2.4722,35,2,0,0
2024-04-01,Mahabubnagar,Pharmaceuticals and Chemicals,0.794,24,3,0,0
2024-04-01,Mahabubnagar,Plastic and Rubber,13.9845,70,2,0,0
2024-04-01,Mancherial,Engineering,0.22,3,1,0,0
2024-04-01,Medak,Agro based incl Cold Storages,0.25,10,0,1,0
2024-04-01,Medak,Engineering,2.6056,20,0,0,1
2024-04-01,Medak,Food Processing,7.5,75,3,1,0
2024-04-01,Medak,Others,112.7261,1979,4,0,0
2024-04-01,Medchal-Malkajgiri,Agro based incl Cold Storages,4.24,24,2,0,0
2024-04-01,Medchal-Malkajgiri,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.25,30,3,0,0
2024-04-01,Medchal-Malkajgiri,Electrical and Electronic Products,0.22,7,1,0,0
2024-04-01,Medchal-Malkajgiri,Engineering,4.895,205,7,0,0
2024-04-01,Medchal-Malkajgiri,Food Processing,2.0,20,1,0,0
2024-04-01,Medchal-Malkajgiri,Others,25.14,25,3,0,0
2024-04-01,Medchal-Malkajgiri,Pharmaceuticals and Chemicals,6.7068,80,6,0,0
2024-04-01,Medchal-Malkajgiri,Plastic and Rubber,0.25,20,1,0,0
2024-04-01,Medchal-Malkajgiri,R&D,4.5132,18,1,0,0
2024-04-01,Medchal-Malkajgiri,Wood and Leather,0.25,4,1,0,0
2024-04-01,Mulugu,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.8065,19,1,1,0
2024-04-01,Nagarkurnool,Food Processing,0.65,5,1,0,0
2024-04-01,Nalgonda,Engineering,0.1405,2,0,1,0
2024-04-01,Nalgonda,Food Processing,2.0123,15,1,0,0
2024-04-01,Nalgonda,Paper and Printing,6.47,18,0,1,0
2024-04-01,Nalgonda,R&D,5.4049,40,0,1,0
2024-04-01,Narayanpet,Food Processing,0.5,10,0,1,0
2024-04-01,Nirmal,Agro based incl Cold Storages,0.12,5,1,0,0
2024-04-01,Nirmal,Food Processing,3.35,49,2,2,1
2024-04-01,Nizamabad,Engineering,0.9039,120,2,0,0
2024-04-01,Nizamabad,Food Processing,2.9,25,1,2,0
2024-04-01,Nizamabad,Granite and Stone Crushing,0.45,8,0,1,0
2024-04-01,Nizamabad,Others,0.85,10,0,1,0
2024-04-01,Nizamabad,Paper and Printing,0.6,150,1,0,0
2024-04-01,Peddapalli,Food Processing,0.5,24,0,2,0
2024-04-01,Rajanna Sircilla,Agro based incl Cold Storages,0.25,10,0,1,0
2024-04-01,Rajanna Sircilla,Food Processing,0.19,8,0,2,0
2024-04-01,Ranga Reddy,Agro based incl Cold Storages,7.95,110,0,2,0
2024-04-01,Ranga Reddy,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.24,20,0,0,1
2024-04-01,Ranga Reddy,Engineering,14.942900000000002,205,4,0,0
2024-04-01,Ranga Reddy,Granite and Stone Crushing,0.25,10,1,0,0
2024-04-01,Ranga Reddy,Others,3.2918000000000003,55,2,0,0
2024-04-01,Ranga Reddy,Paper and Printing,11.2029,5,1,0,0
2024-04-01,Ranga Reddy,Pharmaceuticals and Chemicals,1.83,36,3,1,0
2024-04-01,Ranga Reddy,Plastic and Rubber,39.4931,230,3,1,0
2024-04-01,Sangareddy,Electrical and Electronic Products,6.22,30,1,0,0
2024-04-01,Sangareddy,Engineering,5.4824,100,3,0,0
2024-04-01,Sangareddy,Food Processing,1.3183,25,1,1,0
2024-04-01,Sangareddy,Others,13.34,233,3,0,0
2024-04-01,Sangareddy,Pharmaceuticals and Chemicals,2.8000000000000003,48,3,0,0
2024-04-01,Sangareddy,Plastic and Rubber,0.35,10,1,0,0
2024-04-01,Sangareddy,Textiles,1.12,4,1,0,0
2024-04-01,Siddipet,Engineering,1.9,30,2,0,0
2024-04-01,Siddipet,Food Processing,2.21,25,1,2,1
2024-04-01,Siddipet,Pharmaceuticals and Chemicals,19.9956,30,1,0,0
2024-04-01,Suryapet,Food Processing,0.65,15,1,1,0
2024-04-01,Suryapet,Granite and Stone Crushing,0.24,20,1,0,0
2024-04-01,Suryapet,Plastic and Rubber,0.44,1,0,1,0
2024-04-01,Vikarabad,Food Processing,0.89,12,2,0,0
2024-04-01,Vikarabad,Granite and Stone Crushing,0.74,20,3,1,0
2024-04-01,Wanaparthy,Food Processing,8.2773,30,1,0,0
2024-04-01,Warangal,Food Processing,2.055,51,2,2,0
2024-04-01,Yadadri Bhuvanagiri,Engineering,10.8638,68,6,2,0
2024-04-01,Yadadri Bhuvanagiri,Food Processing,5.0325,34,1,2,0
2024-04-01,Yadadri Bhuvanagiri,Pharmaceuticals and Chemicals,2.956,25,2,0,0
2024-04-01,Yadadri Bhuvanagiri,Plastic and Rubber,3.95,28,1,2,0
2024-04-01,Yadadri Bhuvanagiri,R&D,0.15,10,0,1,0
2024-04-01,Yadadri Bhuvanagiri,Textiles,1.325,40,1,0,0
2024-05-01,Adilabad,Food Processing,0.125,8,0,3,0
2024-05-01,Adilabad,Pharmaceuticals and Chemicals,0.92,10,0,0,1
2024-05-01,Adilabad,Wood and Leather,0.06,7,0,1,0
2024-05-01,Bhadradri Kothagudem,Paper and Printing,41.06,101,3,0,0
2024-05-01,Hanumakonda,Agro based incl Cold Storages,0.06,4,0,1,0
2024-05-01,Hanumakonda,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.0250000000000001,20,3,0,0
2024-05-01,Hanumakonda,Engineering,0.41,4,0,1,0
2024-05-01,Hanumakonda,Food Processing,2.0485,12,0,1,0
2024-05-01,Hanumakonda,Others,1.63,30,2,1,0
2024-05-01,Hanumakonda,Plastic and Rubber,0.6,12,0,1,0
2024-05-01,Hyderabad,Food Processing,0.2,5,1,0,0
2024-05-01,Hyderabad,Plastic and Rubber,0.25,10,0,1,0
2024-05-01,Jagtial,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.051,2,0,1,0
2024-05-01,Jagtial,Food Processing,0.75,55,0,3,0
2024-05-01,Jagtial,Wood and Leather,0.155,6,0,1,0
2024-05-01,Jangaon,Food Processing,5.03,28,2,1,0
2024-05-01,Jayashankar Bhupalpally,Food Processing,0.94,13,1,0,1
2024-05-01,Kamareddy,Engineering,0.011,2,1,0,0
2024-05-01,Kamareddy,Food Processing,0.48,22,2,1,0
2024-05-01,Kamareddy,Plastic and Rubber,1.16,20,2,0,0
2024-05-01,Karimnagar,Agro based incl Cold Storages,0.2,7,0,1,0
2024-05-01,Karimnagar,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.37,19,1,1,0
2024-05-01,Karimnagar,Food Processing,1.65,18,0,2,0
2024-05-01,Karimnagar,Granite and Stone Crushing,0.25,15,0,0,1
2024-05-01,Karimnagar,Others,1.45,25,0,2,0
2024-05-01,Khammam,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.32,12,0,0,2
2024-05-01,Khammam,Plastic and Rubber,0.1298,5,0,1,0
2024-05-01,Komaram Bheem Asifabad,Food Processing,1.89,19,2,0,0
2024-05-01,Mahabubabad,Food Processing,0.81,9,0,1,0
2024-05-01,Mahabubabad,Wood and Leather,0.16999999999999998,7,0,2,0
2024-05-01,Mahabubnagar,Food Processing,1.44,40,0,3,0
2024-05-01,Mahabubnagar,Pharmaceuticals and Chemicals,56.01,6,0,1,0
2024-05-01,Mahabubnagar,Plastic and Rubber,0.025,5,1,0,0
2024-05-01,Mancherial,Food Processing,1.1675,22,0,1,1
2024-05-01,Medak,Engineering,0.25,5,1,0,0
2024-05-01,Medak,Food Processing,3.0497,30,1,0,0
2024-05-01,Medak,Granite and Stone Crushing,0.174,15,1,0,0
2024-05-01,Medak,Pharmaceuticals and Chemicals,26.3,170,1,2,0
2024-05-01,Medchal-Malkajgiri,Agro based incl Cold Storages,51.31,45,2,0,0
2024-05-01,Medchal-Malkajgiri,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.24,20,1,0,0
2024-05-01,Medchal-Malkajgiri,Electrical and Electronic Products,0.32,40,2,0,0
2024-05-01,Medchal-Malkajgiri,Engineering,12.6083,203,14,0,0
2024-05-01,Medchal-Malkajgiri,Food Processing,1.495,66,2,1,0
2024-05-01,Medchal-Malkajgiri,Others,0.25,5,1,0,0
2024-05-01,Medchal-Malkajgiri,Paper and Printing,6.815,65,1,1,0
2024-05-01,Medchal-Malkajgiri,Pharmaceuticals and Chemicals,0.895,75,3,0,0
2024-05-01,Medchal-Malkajgiri,Plastic and Rubber,0.9301,62,3,1,0
2024-05-01,Medchal-Malkajgiri,R&D,13.025,193,6,0,0
2024-05-01,Mulugu,Food Processing,0.72,12,0,1,0
2024-05-01,Nagarkurnool,Food Processing,1.51,23,3,0,0
2024-05-01,Nalgonda,Engineering,58.0,50,1,0,0
2024-05-01,Nalgonda,Food Processing,1.1512,9,1,0,0
2024-05-01,Nalgonda,Pharmaceuticals and Chemicals,22.4784,70,2,0,0
2024-05-01,Narayanpet,Food Processing,2.67,29,1,1,1
2024-05-01,Nirmal,Food Processing,6.96,81,3,3,2
2024-05-01,Nizamabad,Agro based incl Cold Storages,1.5,25,0,3,0
2024-05-01,Nizamabad,Food Processing,1.6600000000000001,39,1,2,1
2024-05-01,Nizamabad,Paper and Printing,0.7481,10,0,1,0
2024-05-01,Peddapalli,Engineering,0.2,12,1,1,0
2024-05-01,Peddapalli,Food Processing,3.3191,34,3,0,1
2024-05-01,Rajanna Sircilla,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.25,6,1,0,0
